[2026-08-19T19:36:45.333Z] RECV | IPID:NEtOicQX2YjFjhnu8U/9bw | HDID:UuL8doZ2Q1jLraIZrahDEQ | ID#webAO#2.9.0#
[2026-08-19T19:36:50.202Z] RECV | IPID:Rs9AVyJbMh0fQ8mOxGAoDw | HDID:KraMusjsI4YGqtnxUANhew | CT#CherriPopRox#/gas#
[2026-08-19T19:36:50.203Z] SEND | IPID:Rs9AVyJbMh0fQ8mOxGAoDw | HDID:KraMusjsI4YGqtnxUANhew | CT#Skrapegropen#
Players
----------
Trash Pit:
9 players online.
[0] Spectator
IPID: brzhi4i+xWrK0GrfFboLtA
[1] Spectator
IPID: wiqxKpjNcAyNBofkbnasvA
[2] Spectator
IPID: jkOFNA6/HhSkQV1JjiKHOg
[3] rin (izakaya)
IPID: VnG2nPTnAdDAcllcoIFADw
[4] Spectator
IPID: C+q3QGYhEicDJ2K2/lbo+w
[Rathian] [5] Spectator
Mod: CherriPopRox
IPID: Rs9AVyJbMh0fQ8mOxGAoDw
[6] Spectator
IPID: NEtOicQX2YjFjhnu8U/9bw
[7] Spectator
IPID: 7BECOHJw8BF8+NhU4bHdXg
[8] Spectator
IPID: z4X0A+Phv/gVbx1Q84X8NQ
----------
21 empty area(s) hidden.
#1#%
[2026-08-19T19:36:50.205Z] RECV | IPID:/1z6yahbhOUYMiAalb+BCg | HDID:/LXMlfMlMqfKh0Cu4PrD6A | RD#
[2026-08-19T19:36:50.231Z] RECV | IPID:XYTie2vZe8VSByJC2E6xCw | HDID:AohCdgFM56p3i2hBuXU1EQ | RM#
